,Date,faiz,borç
0,2012-07-02,105.50981854185015,141.52880873279545
1,2012-07-03,93.4515535656387,108.73554817275748
2,2012-07-04,93.4515535656387,108.73554817275748
3,2012-07-05,84.40785483348012,110.46150925486474
4,2012-07-06,84.40785483348012,107.00958709065021
5,2012-07-07,81.39328858942726,72.49036544850499
6,2012-07-08,90.43698732158585,48.32691029900332
7,2012-07-09,90.43698732158585,117.36535358329378
8,2012-07-10,96.46611980969156,113.91343141907926
9,2012-07-11,87.42242107753297,98.37978168011391
10,2012-07-12,102.49525229779728,93.20189843379212
11,2012-07-13,93.4515535656387,81.1201708590413
12,2012-07-14,93.4515535656387,62.134598955861414
13,2012-07-15,66.32045736916295,58.68267679164689
14,2012-07-16,96.46611980969156,129.44708115804463
15,2012-07-17,72.34958985726867,105.28362600854295
16,2012-07-18,87.42242107753297,101.83170384432843
17,2012-07-19,111.53895102995587,119.09131466540104
18,2012-07-20,75.36415610132153,100.10574276222117
19,2012-07-21,81.39328858942726,69.03844328429047
20,2012-07-22,96.46611980969156,62.134598955861414
21,2012-07-23,120.58264976211446,119.09131466540104
22,2012-07-24,102.49525229779728,110.46150925486474
23,2012-07-25,108.52438478590301,120.8172757475083
24,2012-07-26,108.52438478590301,101.83170384432843
25,2012-07-27,123.59721600616732,108.73554817275748
26,2012-07-28,87.42242107753297,91.47593735168486
27,2012-07-29,81.39328858942726,55.23075462743237
28,2012-07-30,99.48068605374442,119.09131466540104
29,2012-07-31,126.61178225022017,144.98073089700998
30,2012-08-01,93.4515535656387,131.1730422401519
31,2012-08-02,105.50981854185015,107.00958709065021
32,2012-08-03,93.4515535656387,93.20189843379212
33,2012-08-04,75.36415610132153,77.66824869482677
34,2012-08-05,96.46611980969156,63.860560037968675
35,2012-08-06,114.55351727400873,101.83170384432843
36,2012-08-07,96.46611980969156,105.28362600854295
37,2012-08-08,111.53895102995587,110.46150925486474
38,2012-08-09,105.50981854185015,86.29805410536308
39,2012-08-10,99.48068605374442,93.20189843379212
40,2012-08-11,93.4515535656387,74.21632653061225
41,2012-08-12,78.3787223453744,62.134598955861414
42,2012-08-13,138.67004722643162,117.36535358329378
43,2012-08-14,120.58264976211446,94.92785951589939
44,2012-08-15,108.52438478590301,91.47593735168486
45,2012-08-16,90.43698732158585,105.28362600854295
46,2012-08-17,93.4515535656387,84.57209302325582
47,2012-08-18,81.39328858942726,48.32691029900332
48,2012-08-19,66.32045736916295,37.971143806359756
49,2012-08-20,57.27675863700436,31.067299477930707
50,2012-08-21,69.33502361321581,24.16345514950166
51,2012-08-22,108.52438478590301,120.8172757475083
52,2012-08-23,99.48068605374442,101.83170384432843
53,2012-08-24,111.53895102995587,79.39420977693403
54,2012-08-25,81.39328858942726,56.95671570953963
55,2012-08-26,72.34958985726867,63.860560037968675
56,2012-08-27,111.53895102995587,98.37978168011391
57,2012-08-28,111.53895102995587,94.92785951589939
58,2012-08-29,114.55351727400873,93.20189843379212
59,2012-08-30,81.39328858942726,60.40863787375415
60,2012-08-31,108.52438478590301,105.28362600854295
61,2012-09-01,84.40785483348012,62.134598955861414
62,2012-09-02,93.4515535656387,60.40863787375415
63,2012-09-03,114.55351727400873,131.1730422401519
64,2012-09-04,102.49525229779728,113.91343141907926
65,2012-09-05,123.59721600616732,103.55766492643569
66,2012-09-06,117.5680835180616,110.46150925486474
67,2012-09-07,102.49525229779728,94.92785951589939
68,2012-09-08,90.43698732158585,74.21632653061225
69,2012-09-09,105.50981854185015,56.95671570953963
70,2012-09-10,132.6409147383259,120.8172757475083
71,2012-09-11,108.52438478590301,86.29805410536308
72,2012-09-12,123.59721600616732,96.65382059800665
73,2012-09-13,108.52438478590301,96.65382059800665
74,2012-09-14,102.49525229779728,91.47593735168486
75,2012-09-15,84.40785483348012,74.21632653061225
76,2012-09-16,105.50981854185015,50.052871381110585
77,2012-09-17,123.59721600616732,115.63939250118652
78,2012-09-18,114.55351727400873,105.28362600854295
79,2012-09-19,141.6846134704845,108.73554817275748
80,2012-09-20,105.50981854185015,101.83170384432843
81,2012-09-21,129.62634849427303,100.10574276222117
82,2012-09-22,111.53895102995587,72.49036544850499
83,2012-09-23,144.69917971453734,65.58652112007594
84,2012-09-24,126.61178225022017,131.1730422401519
85,2012-09-25,111.53895102995587,115.63939250118652
86,2012-09-26,120.58264976211446,124.26919791172283
87,2012-09-27,135.65548098237875,119.09131466540104
88,2012-09-28,117.5680835180616,119.09131466540104
89,2012-09-29,81.39328858942726,77.66824869482677
90,2012-09-30,72.34958985726867,56.95671570953963
91,2012-10-01,117.5680835180616,143.25476981490272
92,2012-10-02,129.62634849427303,120.8172757475083
93,2012-10-03,111.53895102995587,172.59610821072616
94,2012-10-04,120.58264976211446,119.09131466540104
95,2012-10-05,102.49525229779728,117.36535358329378
96,2012-10-06,99.48068605374442,96.65382059800665
97,2012-10-07,81.39328858942726,70.76440436639773
98,2012-10-08,135.65548098237875,113.91343141907926
