trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
27,False,"{'a': 0.005, 'e': 0.9909013312045479}",35,0,-211.21882725610186,"{0: 20, 1: 4, 2: 7, 3: 1, 4: 3}",0
28,False,"{'a': 0.005, 'e': 0.9902159962126371}",25,0,-84.87487781851644,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
29,False,"{'a': 0.005, 'e': 0.9895059058723947}",20,0,-111.40695826508836,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
30,False,"{'a': 0.005, 'e': 0.9887710779360422}",20,4,-45.66155769197195,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
31,False,"{'a': 0.005, 'e': 0.9880115307742399}",20,0,-65.95724858014302,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
32,False,"{'a': 0.005, 'e': 0.9872272833756269}",20,0,-86.25434332216015,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.005, 'e': 0.9864183553463477}",30,0,-182.10661309107306,"{0: 16, 1: 7, 2: 4, 3: 0, 4: 3}",0
34,False,"{'a': 0.005, 'e': 0.9855847669095608}",30,0,-272.78243584223884,"{0: 15, 1: 2, 2: 6, 3: 3, 4: 4}",0
35,False,"{'a': 0.005, 'e': 0.9847265389049334}",20,0,-18.614322541409585,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.005, 'e': 0.9838436927881214}",20,0,-89.61474402420693,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.005, 'e': 0.9829362506302315}",30,0,-140.1335675259601,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
38,False,"{'a': 0.005, 'e': 0.9820042351172703}",20,0,-257.4558926109784,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 5}",0
39,False,"{'a': 0.005, 'e': 0.9810476695495772}",20,0,-68.62444381699756,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
40,False,"{'a': 0.005, 'e': 0.9800665778412416}",20,0,-163.76869469236627,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
41,False,"{'a': 0.005, 'e': 0.9790609845195051}",20,0,-62.44979218049046,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
42,False,"{'a': 0.005, 'e': 0.9780309147241483}",25,0,-84.61851188700058,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
43,False,"{'a': 0.005, 'e': 0.9769763942068623}",20,0,-92.13695078348478,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
44,False,"{'a': 0.005, 'e': 0.9758974493306055}",30,0,-153.5771530309469,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
45,False,"{'a': 0.005, 'e': 0.9747941070689433}",25,0,-200.73952193797126,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 3}",0
46,False,"{'a': 0.005, 'e': 0.9736663950053749}",20,0,-84.0536327419255,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.005, 'e': 0.972514341332643}",25,0,-189.08486951174487,"{0: 13, 1: 5, 2: 2, 3: 2, 4: 3}",0
48,False,"{'a': 0.005, 'e': 0.9713379748520297}",25,4,-175.76905710365187,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 3}",1
49,False,"{'a': 0.005, 'e': 0.9701373249726354}",20,0,-142.60184853178177,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
50,False,"{'a': 0.005, 'e': 0.9689124217106447}",35,0,-184.81501883484503,"{0: 22, 1: 1, 2: 7, 3: 3, 4: 2}",0
51,False,"{'a': 0.005, 'e': 0.9676632956885756}",25,0,-153.7462728642866,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
52,False,"{'a': 0.005, 'e': 0.9663899781345132}",25,0,-145.3350800806897,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
53,False,"{'a': 0.005, 'e': 0.9650925008813303}",20,0,-49.89397835390031,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
54,False,"{'a': 0.005, 'e': 0.9637708963658905}",20,11,-55.90177847456568,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
55,False,"{'a': 0.005, 'e': 0.962425197628238}",25,0,-112.7037687071808,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
56,False,"{'a': 0.005, 'e': 0.9610554383107709}",20,0,-65.80692491767924,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
57,False,"{'a': 0.005, 'e': 0.9596616526574011}",30,7,-144.6633366091594,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 3}",1
58,False,"{'a': 0.005, 'e': 0.9582438755126972}",20,0,-139.83771699738122,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
59,False,"{'a': 0.005, 'e': 0.9568021423210139}",20,0,-48.633631690077536,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
60,False,"{'a': 0.005, 'e': 0.955336489125606}",25,3,-117.3141250748658,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 2}",1
61,False,"{'a': 0.005, 'e': 0.9538469525677271}",25,0,-148.14926720687595,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
62,False,"{'a': 0.005, 'e': 0.9523335698857134}",20,0,-126.96844706265443,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
63,False,"{'a': 0.005, 'e': 0.9507963789140532}",25,0,-109.88482010145987,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
64,False,"{'a': 0.005, 'e': 0.9492354180824408}",25,0,-127.78783014188612,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
65,False,"{'a': 0.005, 'e': 0.9476507264148157}",30,0,-98.50912714717015,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
66,False,"{'a': 0.005, 'e': 0.946042343528387}",20,0,-135.85127420216497,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
67,False,"{'a': 0.005, 'e': 0.944410309632643}",20,0,-150.37435791402174,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
68,False,"{'a': 0.005, 'e': 0.9427546655283462}",35,0,-145.79204806963634,"{0: 21, 1: 7, 2: 5, 3: 0, 4: 2}",0
69,False,"{'a': 0.005, 'e': 0.941075452606513}",30,1,-83.48893770957125,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 0}",1
70,False,"{'a': 0.005, 'e': 0.9393727128473789}",20,0,-43.53882951893743,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
71,False,"{'a': 0.005, 'e': 0.9376464888193493}",25,0,-142.34014936827353,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
72,False,"{'a': 0.005, 'e': 0.9358968236779348}",25,0,-63.005670384085725,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
73,False,"{'a': 0.005, 'e': 0.9341237611646731}",25,0,-158.48802730813645,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
74,False,"{'a': 0.005, 'e': 0.9323273456060345}",20,0,-102.81076763737128,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
75,False,"{'a': 0.005, 'e': 0.9305076219123143}",20,0,-100.70799048329054,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
76,False,"{'a': 0.005, 'e': 0.9286646355765102}",30,0,-127.63515817947179,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
77,False,"{'a': 0.005, 'e': 0.9267984326731847}",20,0,-112.03374735765973,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
78,False,"{'a': 0.005, 'e': 0.9249090598573131}",30,0,-176.84746691475345,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
79,False,"{'a': 0.005, 'e': 0.9229965643631173}",25,0,-85.65646770963491,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
80,False,"{'a': 0.005, 'e': 0.9210609940028851}",20,0,-174.66611866640758,"{0: 8, 1: 3, 2: 5, 3: 2, 4: 2}",0
81,False,"{'a': 0.005, 'e': 0.9191023971657747}",25,0,-157.944460427475,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
82,False,"{'a': 0.005, 'e': 0.9171208228166051}",25,0,-113.8549313048166,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
83,False,"{'a': 0.005, 'e': 0.9151163204946318}",20,6,-37.50238993905372,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
84,False,"{'a': 0.005, 'e': 0.9130889403123083}",30,0,-125.9441227255549,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
85,False,"{'a': 0.005, 'e': 0.9110387329540337}",25,0,-151.34074905694217,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
86,False,"{'a': 0.005, 'e': 0.9089657496748851}",25,0,-85.44213292789682,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
87,False,"{'a': 0.005, 'e': 0.9068700422993367}",20,0,-83.32083420416119,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
88,False,"{'a': 0.005, 'e': 0.9047516632199635}",20,0,-104.38601143540093,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
89,False,"{'a': 0.005, 'e': 0.9026106653961321}",20,0,-136.03320599863568,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
90,False,"{'a': 0.005, 'e': 0.9004471023526769}",20,0,-96.955765192782,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
91,False,"{'a': 0.005, 'e': 0.8982610281785611}",20,0,-110.1832949453574,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
92,False,"{'a': 0.005, 'e': 0.8960524975255253}",30,0,-93.90939886533101,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
93,False,"{'a': 0.005, 'e': 0.8938215656067205}",20,5,-51.86384404706369,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
94,False,"{'a': 0.005, 'e': 0.8915682881953289}",20,16,9.864983576697979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.005, 'e': 0.8892927216231682}",20,0,-27.521276265365437,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
96,False,"{'a': 0.005, 'e': 0.8869949227792842}",25,18,-1.1583584686151407,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.005, 'e': 0.8846749491085283}",30,0,-158.10297532192942,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
98,False,"{'a': 0.005, 'e': 0.8823328586101216}",30,0,-119.95336276823585,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
99,False,"{'a': 0.005, 'e': 0.8799687098362042}",25,0,-163.09026358141608,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
100,False,"{'a': 0.005, 'e': 0.8775825618903728}",20,0,-87.29551759822178,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
101,False,"{'a': 0.005, 'e': 0.8751744744262013}",20,0,-52.98946637882658,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
102,False,"{'a': 0.005, 'e': 0.8727445076457513}",25,0,-91.39487505075432,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
103,False,"{'a': 0.005, 'e': 0.8702927222980654}",20,0,-70.18358148627682,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",1
104,False,"{'a': 0.005, 'e': 0.8678191796776499}",25,0,-50.503554047428054,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",1
105,False,"{'a': 0.005, 'e': 0.8653239416229412}",20,7,-9.69772907941759,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.005, 'e': 0.862807070514761}",25,0,-243.54440812070362,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
107,False,"{'a': 0.005, 'e': 0.8602686292747557}",20,13,-24.211068268446127,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
108,False,"{'a': 0.005, 'e': 0.8577086813638242}",20,0,-37.15137141827098,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.005, 'e': 0.8551272907805307}",25,0,-42.58175394537464,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
110,False,"{'a': 0.005, 'e': 0.8525245220595057}",20,0,-80.58710985651257,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
111,False,"{'a': 0.005, 'e': 0.8499004402698315}",20,0,-144.06530898231833,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
112,False,"{'a': 0.005, 'e': 0.8472551110134161}",25,0,-107.09967149236101,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
113,False,"{'a': 0.005, 'e': 0.8445886004233532}",20,0,-101.55908839164793,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
114,False,"{'a': 0.005, 'e': 0.8419009751622687}",20,0,-196.97966589156445,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
115,False,"{'a': 0.005, 'e': 0.8391923024206541}",20,0,-89.85570642964903,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.005, 'e': 0.8364626499151869}",20,3,-100.17400701200631,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 1}",1
117,False,"{'a': 0.005, 'e': 0.8337120858870376}",20,0,-85.53540094833147,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
118,False,"{'a': 0.005, 'e': 0.8309406791001634}",20,0,-69.7083983814088,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
119,False,"{'a': 0.005, 'e': 0.8281484988395901}",30,2,-51.51037993922675,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 0}",1
120,False,"{'a': 0.005, 'e': 0.8253356149096783}",30,3,-136.92118386311162,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 2}",1
121,False,"{'a': 0.005, 'e': 0.82250209763238}",25,0,-239.5141386139848,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
122,False,"{'a': 0.005, 'e': 0.8196480178454795}",20,0,-133.66614867628311,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
123,False,"{'a': 0.005, 'e': 0.8167734469008229}",25,0,-53.11997109124648,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
124,False,"{'a': 0.005, 'e': 0.8138784566625339}",25,2,-100.36499507036307,"{0: 17, 1: 0, 2: 2, 3: 3, 4: 1}",1
125,False,"{'a': 0.005, 'e': 0.8109631195052179}",25,0,-144.4318247778792,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
126,False,"{'a': 0.005, 'e': 0.8080275083121519}",25,5,-98.74205050241527,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",1
127,False,"{'a': 0.005, 'e': 0.8050716964734628}",25,0,-143.40881714636345,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
128,False,"{'a': 0.005, 'e': 0.8020957578842927}",30,0,-154.39474691349977,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
129,False,"{'a': 0.005, 'e': 0.7990997669429512}",25,0,-93.95056586228338,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
130,False,"{'a': 0.005, 'e': 0.7960837985490559}",20,9,-35.58270350273768,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
131,False,"{'a': 0.005, 'e': 0.7930479281016595}",30,0,-111.07029810558066,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
132,False,"{'a': 0.005, 'e': 0.7899922314973651}",25,0,-73.36564618600124,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
133,False,"{'a': 0.005, 'e': 0.7869167851284287}",30,19,-12.522548644209326,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.005, 'e': 0.7838216658808492}",30,18,-14.241846315526079,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.005, 'e': 0.7807069511324468}",25,3,-97.42916141948518,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",1
136,False,"{'a': 0.005, 'e': 0.7775727187509279}",25,0,-80.18947730910233,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
137,False,"{'a': 0.005, 'e': 0.7744190470919388}",35,17,-80.68809075139622,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 1}",1
138,False,"{'a': 0.005, 'e': 0.7712460149971065}",20,5,-64.50537358883719,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
139,False,"{'a': 0.005, 'e': 0.7680537017920686}",25,2,-79.97207899181407,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
140,False,"{'a': 0.005, 'e': 0.7648421872844884}",20,0,-144.6932702867426,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
141,False,"{'a': 0.005, 'e': 0.7616115517620617}",20,0,-95.3515024218053,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
142,False,"{'a': 0.005, 'e': 0.7583618759905082}",30,12,-57.04272307993032,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
143,False,"{'a': 0.005, 'e': 0.7550932412115529}",30,0,-60.15312769438835,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
144,False,"{'a': 0.005, 'e': 0.751805729140895}",20,9,-49.55660307965154,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
145,False,"{'a': 0.005, 'e': 0.7484994219661651}",20,3,-103.6992972940355,"{0: 7, 1: 2, 2: 6, 3: 2, 4: 0}",1
146,False,"{'a': 0.005, 'e': 0.7451744023448704}",25,0,-32.21380075078253,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
147,False,"{'a': 0.005, 'e': 0.7418307534023283}",35,16,5.084815513582087,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.005, 'e': 0.7384685587295879}",25,0,-100.53269541935563,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
149,False,"{'a': 0.005, 'e': 0.7350879023813413}",20,14,11.914907588557698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.005, 'e': 0.7316888688738209}",20,0,-75.80135078439413,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
151,False,"{'a': 0.005, 'e': 0.7282715431826874}",20,0,-62.39947410874407,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
152,False,"{'a': 0.005, 'e': 0.7248360107409052}",25,2,-66.18526421906921,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 1}",1
153,False,"{'a': 0.005, 'e': 0.7213823574366063}",20,0,-129.35115997413482,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
154,False,"{'a': 0.005, 'e': 0.7179106696109434}",25,5,-29.604818986573296,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
155,False,"{'a': 0.005, 'e': 0.7144210340559314}",20,0,-71.88980538264023,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
156,False,"{'a': 0.005, 'e': 0.7109135380122773}",20,8,-87.76407230557292,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 1}",1
157,False,"{'a': 0.005, 'e': 0.7073882691671998}",25,5,-11.94176433706658,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
158,False,"{'a': 0.005, 'e': 0.7038453156522362}",30,11,15.050846351031044,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.005, 'e': 0.7002847660410397}",30,0,-168.16281408928745,"{0: 22, 1: 0, 2: 2, 3: 3, 4: 3}",0
160,False,"{'a': 0.005, 'e': 0.6967067093471655}",25,0,-45.982488358851,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
161,False,"{'a': 0.005, 'e': 0.6931112350218442}",30,0,-117.88135890192845,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
162,False,"{'a': 0.005, 'e': 0.6894984329517471}",20,0,-47.50426857625747,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
163,False,"{'a': 0.005, 'e': 0.6858683934567373}",20,8,-17.465609526889104,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
164,False,"{'a': 0.005, 'e': 0.6822212072876136}",25,7,-38.89457251548606,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 0}",1
165,False,"{'a': 0.005, 'e': 0.6785569656238399}",30,0,-68.28061198503087,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
166,False,"{'a': 0.005, 'e': 0.6748757600712672}",25,14,-2.78148442776855,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.005, 'e': 0.6711776826598423}",30,1,-21.748314219915905,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 0}",1
168,False,"{'a': 0.005, 'e': 0.6674628258413082}",25,3,-50.169120442247696,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
169,False,"{'a': 0.005, 'e': 0.6637312824868916}",30,0,-39.9677460225603,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
170,False,"{'a': 0.005, 'e': 0.6599831458849822}",30,0,-96.09522494577683,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
171,False,"{'a': 0.005, 'e': 0.6562185097387998}",20,15,-3.0441356942029074,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.005, 'e': 0.6524374681640519}",25,0,-83.33616671664522,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
173,False,"{'a': 0.005, 'e': 0.648640115686581}",20,0,-64.92374818009432,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
174,False,"{'a': 0.005, 'e': 0.6448265472400012}",20,0,-38.949744079838695,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
175,False,"{'a': 0.005, 'e': 0.6409968581633252}",25,2,-37.29861155889582,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 0}",1
176,False,"{'a': 0.005, 'e': 0.6371511441985802}",20,0,-6.220724344166155,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.005, 'e': 0.6332895014884152}",20,0,-37.26261783739269,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
178,False,"{'a': 0.005, 'e': 0.6294120265736969}",30,0,-8.02435692759503,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
179,False,"{'a': 0.005, 'e': 0.6255188163910961}",20,10,-61.696496646913914,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
180,False,"{'a': 0.005, 'e': 0.6216099682706645}",25,1,-4.949881258030196,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
181,False,"{'a': 0.005, 'e': 0.6176855799334017}",25,1,-46.117928808382715,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 0}",1
182,False,"{'a': 0.005, 'e': 0.6137457494888116}",20,16,6.09992371412277,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.005, 'e': 0.6097905754324502}",20,6,-10.246754111552551,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.005, 'e': 0.6058201566434629}",30,21,16.476958050438018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.005, 'e': 0.6018345923821126}",20,5,-48.32756080751786,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
186,False,"{'a': 0.005, 'e': 0.5978339822872982}",20,6,1.6844877525958253,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.005, 'e': 0.5938184263740639}",20,8,-70.25048826528904,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
188,False,"{'a': 0.005, 'e': 0.5897880250310983}",20,0,-70.95806021590369,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",1
189,False,"{'a': 0.005, 'e': 0.5857428790182249}",30,12,-84.88798997389618,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
190,False,"{'a': 0.005, 'e': 0.5816830894638835}",20,0,7.673374328834463,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
191,False,"{'a': 0.005, 'e': 0.5776087578626015}",25,8,-74.42448814361464,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
192,False,"{'a': 0.005, 'e': 0.5735199860724567}",25,19,2.256846836264686,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.005, 'e': 0.5694168763125309}",20,9,0.14269491267809764,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.005, 'e': 0.5652995311603544}",20,13,0.8052648424272482,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.005, 'e': 0.5611680535493415}",25,0,-57.79705070933207,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
196,False,"{'a': 0.005, 'e': 0.5570225467662173}",25,0,-43.915470799117166,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
197,False,"{'a': 0.005, 'e': 0.5528631144484356}",25,20,10.23183614045039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.005, 'e': 0.5486898605815876}",20,0,-70.38272877821238,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
199,False,"{'a': 0.005, 'e': 0.5445028894968027}",25,10,-110.73349488815693,"{0: 8, 1: 1, 2: 2, 3: 3, 4: 1}",1
200,False,"{'a': 0.005, 'e': 0.5403023058681398}",25,8,-41.355380841970536,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.005, 'e': 0.5360882147099708}",20,1,-8.24082126732593,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.005, 'e': 0.5318607213743555}",30,0,-46.31908828247313,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
203,False,"{'a': 0.005, 'e': 0.5276199315484067}",30,0,-87.14891316995795,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
204,False,"{'a': 0.005, 'e': 0.5233659512516496}",20,0,-53.229787539382784,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
205,False,"{'a': 0.005, 'e': 0.5190988868333698}",25,0,-11.834472068471065,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
206,False,"{'a': 0.005, 'e': 0.5148188449699553}",25,0,-66.15003205551372,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
207,False,"{'a': 0.005, 'e': 0.5105259326622303}",35,4,-74.68920573094219,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 1}",1
208,False,"{'a': 0.005, 'e': 0.5062202572327784}",25,0,-43.5990307334352,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
209,False,"{'a': 0.005, 'e': 0.5019019263232615}",20,11,-7.9755711452381455,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.005, 'e': 0.497571047891727}",20,0,-20.91923515299292,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
